0 0.7939 0.79241 0.79539
1 0.7939 0.79109 0.79671
2 0.7939 0.7902 0.7976
3 0.7939 0.78946 0.79834
4 0.7939 0.78881 0.79899
5 0.7939 0.78822 0.79958
6 0.7939 0.78766 0.80013
7 0.7939 0.78714 0.80065
8 0.7939 0.78664 0.80115
9 0.7939 0.78616 0.80163
10 0.79391 0.7857 0.8021
11 0.79393 0.78527 0.80258
12 0.79392 0.78482 0.80301
13 0.79381 0.78428 0.80333
14 0.79397 0.78401 0.80391
15 0.7942 0.78383 0.80455
16 0.79487 0.78411 0.80562
17 0.7944 0.78327 0.80551
18 0.78922 0.77777 0.80066
19 0.77002 0.7583 0.78173
20 0.71963 0.70775 0.73152
21 0.61845 0.60656 0.63042
22 0.46427 0.45259 0.47612
23 0.31329 0.30205 0.32486
24 0.21902 0.20831 0.2302
25 0.17652 0.16632 0.18729
26 0.15165 0.14244 0.16144
27 0.13382 0.12572 0.14244
28 0.12736 0.11987 0.13531
29 0.12493 0.11786 0.13243
30 0.11988 0.11336 0.12679
31 0.11562 0.10955 0.12203
32 0.1129 0.10717 0.11895
33 0.10913 0.10375 0.11479
34 0.10452 0.099512 0.10979
35 0.10249 0.097698 0.10753
36 0.10171 0.097055 0.10661
37 0.10022 0.095715 0.10494
38 0.099258 0.094875 0.10385
39 0.099002 0.094697 0.10351
40 0.097608 0.093422 0.10199
41 0.095477 0.091433 0.099709
42 0.0943 0.090345 0.098437
43 0.094835 0.090888 0.098963
44 0.096304 0.092321 0.10047
45 0.097451 0.093444 0.10164
46 0.098279 0.094259 0.10248
47 0.098415 0.094409 0.1026
48 0.09803 0.094053 0.10218
49 0.098707 0.094712 0.10288
50 0.10002 0.095978 0.10424
51 0.10104 0.096958 0.1053
52 0.10195 0.097834 0.10625
53 0.10287 0.098715 0.10721
54 0.10339 0.099205 0.10775
55 0.10373 0.099527 0.10812
56 0.10473 0.10048 0.10917
57 0.10612 0.1018 0.11063
58 0.10716 0.10278 0.11173
59 0.10813 0.10369 0.11275
60 0.1089 0.10442 0.11358
61 0.10956 0.10503 0.11429
62 0.11056 0.10597 0.11536
63 0.11203 0.10735 0.11691
64 0.11355 0.10878 0.11852
65 0.11466 0.10983 0.11971
66 0.11555 0.11065 0.12067
67 0.116 0.11106 0.12117
68 0.11627 0.11129 0.12148
