0 0.7295 0.72801 0.73099
1 0.7295 0.72669 0.73231
2 0.7295 0.72579 0.73321
3 0.7295 0.72506 0.73395
4 0.7295 0.72441 0.7346
5 0.7295 0.72381 0.7352
6 0.7295 0.72326 0.73575
7 0.7295 0.72274 0.73627
8 0.7295 0.72224 0.73677
9 0.7295 0.72176 0.73725
10 0.72951 0.7213 0.73773
11 0.72952 0.72085 0.73819
12 0.72955 0.72044 0.73867
13 0.72959 0.72004 0.73914
14 0.72962 0.71965 0.7396
15 0.72961 0.71922 0.74001
16 0.72916 0.71835 0.73998
17 0.72727 0.71604 0.73851
18 0.72136 0.70972 0.73301
19 0.70391 0.69187 0.71596
20 0.66019 0.64778 0.67266
21 0.57071 0.55793 0.5836
22 0.43541 0.42233 0.44874
23 0.30371 0.29039 0.3175
24 0.22062 0.20712 0.23488
25 0.18136 0.16775 0.19597
26 0.16669 0.15295 0.18159
27 0.16272 0.14884 0.17781
28 0.16128 0.14743 0.17634
29 0.16223 0.14842 0.17725
30 0.16332 0.14965 0.17816
31 0.16299 0.14965 0.17744
32 0.16181 0.14891 0.17575
33 0.16199 0.14947 0.1755
34 0.16196 0.14985 0.175
35 0.16084 0.14922 0.17333
36 0.15992 0.14875 0.17188
37 0.1589 0.14817 0.17036
38 0.15711 0.14685 0.16805
39 0.15473 0.14493 0.16516
40 0.15233 0.14295 0.1623
41 0.15075 0.14171 0.16035
42 0.15005 0.14127 0.15936
43 0.1491 0.14057 0.15812
44 0.14797 0.13967 0.15674
45 0.14667 0.1386 0.1552
46 0.1451 0.13724 0.1534
47 0.14407 0.13638 0.15219
48 0.14368 0.1361 0.15166
49 0.1434 0.13592 0.15128
50 0.14279 0.13541 0.15056
51 0.14203 0.13475 0.1497
52 0.14124 0.13404 0.14881
53 0.14039 0.13327 0.14787
54 0.1399 0.13283 0.14732
55 0.13959 0.13256 0.14697
56 0.13914 0.13215 0.14649
57 0.13869 0.13173 0.14601
58 0.13813 0.13119 0.14542
59 0.13767 0.13075 0.14494
60 0.13742 0.1305 0.14469
61 0.13738 0.13045 0.14467
62 0.13737 0.13042 0.14469
63 0.13724 0.13027 0.14457
64 0.13708 0.13009 0.14443
65 0.1368 0.1298 0.14417
66 0.13652 0.1295 0.14392
67 0.13644 0.12939 0.14387
68 0.13659 0.12949 0.14408
69 0.13685 0.12969 0.14439
70 0.13704 0.12983 0.14464
71 0.13714 0.12988 0.1448
72 0.13718 0.12987 0.14489
73 0.13715 0.12979 0.14491
74 0.13714 0.12973 0.14496
75 0.13723 0.12976 0.14511
76 0.13737 0.12984 0.14533
77 0.13751 0.12991 0.14554
78 0.13756 0.1299 0.14566
79 0.13762 0.1299 0.14579
80 0.13778 0.12999 0.14603
81 0.13803 0.13016 0.14636
82 0.13834 0.13039 0.14677
83 0.13871 0.13068 0.14723
84 0.13907 0.13095 0.14769
85 0.13939 0.13118 0.14809
86 0.13973 0.13144 0.14854
87 0.1401 0.13171 0.149
88 0.14044 0.13197 0.14945
89 0.14085 0.13228 0.14996
90 0.14135 0.13268 0.15056
91 0.14182 0.13306 0.15115
92 0.14219 0.13333 0.15162
93 0.14249 0.13354 0.15202
94 0.1427 0.13367 0.15233
95 0.14291 0.13379 0.15263
96 0.14317 0.13397 0.153
97 0.14355 0.13424 0.15347
98 0.14397 0.13457 0.15401
99 0.14437 0.13487 0.15452
100 0.14476 0.13516 0.15502
101 0.14516 0.13546 0.15554
102 0.14559 0.13579 0.15608
103 0.14609 0.13618 0.15669
104 0.14666 0.13664 0.15739
105 0.14724 0.13711 0.15808
106 0.14781 0.13757 0.15878
107 0.14838 0.13804 0.15948
108 0.14895 0.13849 0.16016
109 0.14957 0.13901 0.16091
110 0.15028 0.1396 0.16175
111 0.15104 0.14024 0.16264
112 0.15185 0.14093 0.16358
113 0.15269 0.14165 0.16456
114 0.15356 0.14239 0.16556
115 0.15444 0.14314 0.16658
116 0.15536 0.14394 0.16763
117 0.15637 0.14482 0.16878
118 0.15744 0.14577 0.17
119 0.15857 0.14676 0.17128
120 0.15976 0.14781 0.17261
121 0.16098 0.1489 0.17398
122 0.16223 0.15001 0.17538
123 0.16356 0.1512 0.17686
124 0.165 0.1525 0.17845
125 0.16654 0.15389 0.18016
126 0.16816 0.15536 0.18194
127 0.16984 0.15688 0.18378
128 0.17159 0.15848 0.1857
129 0.17341 0.16014 0.1877
130 0.17534 0.1619 0.1898
131 0.17739 0.16379 0.19204
132 0.17956 0.16578 0.1944
133 0.18184 0.16788 0.19687
134 0.18419 0.17004 0.19942
135 0.18655 0.17221 0.20197
136 0.18892 0.1744 0.20453
137 0.19132 0.17662 0.20713
138 0.19384 0.17894 0.20985
139 0.19647 0.18137 0.21268
140 0.19913 0.18383 0.21556
141 0.20181 0.18631 0.21845
142 0.20454 0.18884 0.2214
143 0.20727 0.19137 0.22434
144 0.20997 0.19386 0.22725
145 0.2127 0.19639 0.2302
146 0.21552 0.19899 0.23324
147 0.21844 0.20169 0.2364
148 0.22146 0.20448 0.23966
149 0.22451 0.20729 0.24295
150 0.22761 0.21015 0.2463
151 0.23072 0.21303 0.24967
152 0.23384 0.21591 0.25304
153 0.23704 0.21886 0.2565
154 0.24029 0.22186 0.26001
155 0.24357 0.22489 0.26355
156 0.24694 0.228 0.26719
157 0.25031 0.23112 0.27082
158 0.25366 0.23424 0.27442
159 0.25704 0.23738 0.27805
160 0.26053 0.24063 0.28177
161 0.26393 0.24383 0.28539
162 0.26729 0.247 0.28893
163 0.2707 0.25024 0.29251
164 0.27392 0.25333 0.29585
165 0.27701 0.25633 0.29903
166 0.28013 0.25938 0.3022
167 0.28328 0.2625 0.30537
168 0.28609 0.26533 0.30812
169 0.2886 0.26792 0.31054
170 0.29112 0.27053 0.31294
171 0.29339 0.27293 0.31505
172 0.29538 0.27507 0.31685
173 0.29758 0.27743 0.31888
174 0.29975 0.27975 0.32084
175 0.30141 0.2816 0.32229
176 0.30282 0.28319 0.32349
177 0.30403 0.28457 0.32451
178 0.30498 0.28567 0.32529
179 0.3059 0.28671 0.32608
180 0.30693 0.28782 0.327
181 0.30784 0.28881 0.32783
182 0.30862 0.28965 0.32854
183 0.30961 0.29066 0.3295
184 0.31072 0.29177 0.3306
185 0.31164 0.29269 0.33151
186 0.31245 0.2935 0.33233
