0 0.7901 0.78861 0.79159
1 0.7901 0.78729 0.79291
2 0.7901 0.7864 0.7938
3 0.7901 0.78566 0.79454
4 0.7901 0.78501 0.79519
5 0.7901 0.78442 0.79579
6 0.7901 0.78386 0.79634
7 0.7901 0.78334 0.79686
8 0.7901 0.78284 0.79736
9 0.7901 0.78236 0.79784
10 0.79011 0.7819 0.79831
11 0.79011 0.78145 0.79877
12 0.79015 0.78104 0.79924
13 0.79019 0.78065 0.79972
14 0.79022 0.78025 0.80018
15 0.79015 0.77976 0.80053
16 0.78959 0.77878 0.80039
17 0.78735 0.77613 0.79856
18 0.78045 0.76882 0.79207
19 0.76063 0.74859 0.77266
20 0.71137 0.69894 0.72383
21 0.61066 0.59786 0.62355
22 0.45813 0.44502 0.47146
23 0.309 0.29567 0.32278
24 0.21402 0.20058 0.22825
25 0.16827 0.15479 0.18283
26 0.14884 0.13539 0.16358
27 0.14019 0.12683 0.15491
28 0.13551 0.12233 0.15008
29 0.13229 0.11935 0.14663
30 0.13084 0.11805 0.145
31 0.12969 0.11709 0.14364
32 0.1276 0.11531 0.14119
33 0.12502 0.11312 0.13817
34 0.1237 0.11208 0.13651
35 0.12281 0.11146 0.13531
36 0.12105 0.11005 0.13316
37 0.11953 0.10885 0.13125
38 0.1183 0.10792 0.12968
39 0.11723 0.10713 0.12828
40 0.11625 0.10642 0.12701
41 0.11515 0.10557 0.1256
42 0.11383 0.10452 0.12398
43 0.11295 0.10385 0.12285
44 0.11241 0.10349 0.12211
45 0.11177 0.10302 0.12127
46 0.11109 0.10251 0.12041
47 0.1103 0.10188 0.11943
48 0.10945 0.10118 0.11841
49 0.10897 0.10082 0.11781
50 0.10876 0.10068 0.11749
51 0.10852 0.10052 0.11718
52 0.10834 0.1004 0.11692
53 0.10815 0.10026 0.11666
54 0.10781 0.099988 0.11626
55 0.10747 0.099701 0.11587
56 0.10743 0.099681 0.1158
57 0.1075 0.099759 0.11586
58 0.1076 0.099858 0.11595
59 0.10774 0.099993 0.1161
60 0.10774 0.099992 0.1161
61 0.10776 0.10001 0.11614
62 0.1079 0.10012 0.1163
63 0.10808 0.10027 0.11651
64 0.10827 0.10043 0.11673
65 0.10844 0.10056 0.11695
66 0.10859 0.10067 0.11714
67 0.10867 0.10072 0.11727
68 0.10883 0.10083 0.11748
69 0.1091 0.10104 0.11781
70 0.10945 0.10133 0.11824
71 0.10983 0.10164 0.11871
72 0.11014 0.10187 0.11909
73 0.11038 0.10204 0.11941
74 0.11051 0.10212 0.11961
75 0.11059 0.10213 0.11976
76 0.11069 0.10216 0.11993
77 0.11088 0.10228 0.12021
